findFlightsBelow3000,sumPrice
"[{""name"":LAX},{""idTicket"":997,""idFlight"":995,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":490,""idFlight"":487,""class"":firstClass,""price"":1212.0},{""name"":SFO}]",2740.2
"[{""name"":LAX},{""idTicket"":997,""idFlight"":995,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":622,""idFlight"":619,""class"":firstClass,""price"":1212.0},{""name"":SFO}]",2740.2
"[{""name"":LAX},{""idTicket"":1009,""idFlight"":1007,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":490,""idFlight"":487,""class"":firstClass,""price"":1212.0},{""name"":SFO}]",2740.2
"[{""name"":LAX},{""idTicket"":661,""idFlight"":659,""class"":business,""price"":249},{""name"":LAS},{""name"":LAS},{""idTicket"":644,""idFlight"":643,""class"":economy,""price"":490.5},{""name"":DEN},{""name"":DEN},{""idTicket"":234,""idFlight"":231,""class"":firstClass,""price"":1996.8},{""name"":EWR}]",2736.3
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":824,""idFlight"":823,""class"":economy,""price"":346.5},{""name"":SGF}]",2735.5
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":778,""idFlight"":775,""class"":firstClass,""price"":703.1999999999999},{""name"":FAR}]",2735.45
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":777,""idFlight"":775,""class"":business,""price"":586},{""name"":FAR}]",2734.5
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":774,""idFlight"":771,""class"":firstClass,""price"":702.0},{""name"":FAR}]",2734.25
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":773,""idFlight"":771,""class"":business,""price"":585},{""name"":FAR}]",2733.5
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":424,""idFlight"":423,""class"":economy,""price"":699.75},{""name"":DEN}]",2732.0
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":849,""idFlight"":847,""class"":business,""price"":148},{""name"":GRR}]",2729.3999999999996
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":865,""idFlight"":863,""class"":business,""price"":147},{""name"":GRR}]",2728.3999999999996
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":861,""idFlight"":859,""class"":business,""price"":146},{""name"":GRR}]",2727.3999999999996
"[{""name"":LAX},{""idTicket"":1005,""idFlight"":1003,""class"":business,""price"":395},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":245,""idFlight"":243,""class"":business,""price"":1197},{""name"":CMH}]",2727.2
"[{""name"":LAX},{""idTicket"":660,""idFlight"":659,""class"":economy,""price"":186.75},{""name"":LAS},{""name"":LAS},{""idTicket"":360,""idFlight"":359,""class"":economy,""price"":1604.25},{""name"":IAD},{""name"":IAD},{""idTicket"":444,""idFlight"":443,""class"":economy,""price"":936.0},{""name"":IAH}]",2727.0
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":476,""idFlight"":475,""class"":economy,""price"":935.25},{""name"":MIA}]",2727.0
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":80,""idFlight"":79,""class"":economy,""price"":1089.0},{""name"":EWR},{""name"":EWR},{""idTicket"":148,""idFlight"":147,""class"":economy,""price"":567.75},{""name"":ORD}]",2727.0
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":857,""idFlight"":855,""class"":business,""price"":145},{""name"":GRR}]",2726.3999999999996
"[{""name"":LAX},{""idTicket"":1001,""idFlight"":999,""class"":business,""price"":394},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":245,""idFlight"":243,""class"":business,""price"":1197},{""name"":CMH}]",2726.2
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":336,""idFlight"":335,""class"":economy,""price"":933.75},{""name"":MIA}]",2725.5
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":853,""idFlight"":851,""class"":business,""price"":144},{""name"":GRR}]",2725.3999999999996
"[{""name"":LAX},{""idTicket"":1009,""idFlight"":1007,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":245,""idFlight"":243,""class"":business,""price"":1197},{""name"":CMH}]",2725.2
"[{""name"":LAX},{""idTicket"":997,""idFlight"":995,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":245,""idFlight"":243,""class"":business,""price"":1197},{""name"":CMH}]",2725.2
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":425,""idFlight"":423,""class"":business,""price"":933},{""name"":DEN}]",2724.75
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":684,""idFlight"":683,""class"":economy,""price"":573.0},{""name"":LGA}]",2721.5
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":408,""idFlight"":407,""class"":economy,""price"":572.25},{""name"":LGA}]",2720.75
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":266,""idFlight"":263,""class"":firstClass,""price"":1111.2},{""name"":ORD}]",2720.4
"[{""name"":LAX},{""idTicket"":1005,""idFlight"":1003,""class"":business,""price"":395},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":422,""idFlight"":419,""class"":firstClass,""price"":1189.2},{""name"":SJC}]",2719.4
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":126,""idFlight"":123,""class"":firstClass,""price"":138.0},{""name"":MSN}]",2719.3999999999996
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":470,""idFlight"":467,""class"":firstClass,""price"":1110.0},{""name"":ORD}]",2719.2
"[{""name"":LAX},{""idTicket"":1002,""idFlight"":999,""class"":firstClass,""price"":472.79999999999995},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":266,""idFlight"":263,""class"":firstClass,""price"":1111.2},{""name"":ORD}]",2719.2
"[{""name"":LAX},{""idTicket"":1001,""idFlight"":999,""class"":business,""price"":394},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":422,""idFlight"":419,""class"":firstClass,""price"":1189.2},{""name"":SJC}]",2718.4
"[{""name"":LAX},{""idTicket"":998,""idFlight"":995,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":266,""idFlight"":263,""class"":firstClass,""price"":1111.2},{""name"":ORD}]",2718.0
"[{""name"":LAX},{""idTicket"":1002,""idFlight"":999,""class"":firstClass,""price"":472.79999999999995},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":470,""idFlight"":467,""class"":firstClass,""price"":1110.0},{""name"":ORD}]",2718.0
"[{""name"":LAX},{""idTicket"":1010,""idFlight"":1007,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":266,""idFlight"":263,""class"":firstClass,""price"":1111.2},{""name"":ORD}]",2718.0
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":500,""idFlight"":499,""class"":economy,""price"":328.5},{""name"":OMA}]",2717.5
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":800,""idFlight"":799,""class"":economy,""price"":328.5},{""name"":OMA}]",2717.5
"[{""name"":LAX},{""idTicket"":997,""idFlight"":995,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":422,""idFlight"":419,""class"":firstClass,""price"":1189.2},{""name"":SJC}]",2717.4
"[{""name"":LAX},{""idTicket"":1009,""idFlight"":1007,""class"":business,""price"":393},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":422,""idFlight"":419,""class"":firstClass,""price"":1189.2},{""name"":SJC}]",2717.4
"[{""name"":LAX},{""idTicket"":1010,""idFlight"":1007,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":470,""idFlight"":467,""class"":firstClass,""price"":1110.0},{""name"":ORD}]",2716.8
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":406,""idFlight"":403,""class"":firstClass,""price"":1107.6},{""name"":ORD}]",2716.8
"[{""name"":LAX},{""idTicket"":998,""idFlight"":995,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":470,""idFlight"":467,""class"":firstClass,""price"":1110.0},{""name"":ORD}]",2716.8
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":792,""idFlight"":791,""class"":economy,""price"":327.75},{""name"":OMA}]",2716.75
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":88,""idFlight"":87,""class"":economy,""price"":667.5},{""name"":MCO},{""name"":MCO},{""idTicket"":93,""idFlight"":91,""class"":business,""price"":979},{""name"":EWR}]",2716.75
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":293,""idFlight"":291,""class"":business,""price"":1004},{""name"":FLL}]",2716.3999999999996
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":236,""idFlight"":235,""class"":economy,""price"":666.75},{""name"":MCO},{""name"":MCO},{""idTicket"":93,""idFlight"":91,""class"":business,""price"":979},{""name"":EWR}]",2716.0
"[{""name"":LAX},{""idTicket"":661,""idFlight"":659,""class"":business,""price"":249},{""name"":LAS},{""name"":LAS},{""idTicket"":646,""idFlight"":643,""class"":firstClass,""price"":784.8},{""name"":DEN},{""name"":DEN},{""idTicket"":213,""idFlight"":211,""class"":business,""price"":1682},{""name"":LGA}]",2715.8
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":670,""idFlight"":667,""class"":firstClass,""price"":1106.3999999999999},{""name"":ORD}]",2715.6
"[{""name"":LAX},{""idTicket"":1002,""idFlight"":999,""class"":firstClass,""price"":472.79999999999995},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":406,""idFlight"":403,""class"":firstClass,""price"":1107.6},{""name"":ORD}]",2715.6
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":796,""idFlight"":795,""class"":economy,""price"":326.25},{""name"":OMA}]",2715.25
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":682,""idFlight"":679,""class"":firstClass,""price"":1105.2},{""name"":ORD}]",2714.4
"[{""name"":LAX},{""idTicket"":998,""idFlight"":995,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":406,""idFlight"":403,""class"":firstClass,""price"":1107.6},{""name"":ORD}]",2714.3999999999996
"[{""name"":LAX},{""idTicket"":1002,""idFlight"":999,""class"":firstClass,""price"":472.79999999999995},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":670,""idFlight"":667,""class"":firstClass,""price"":1106.3999999999999},{""name"":ORD}]",2714.3999999999996
"[{""name"":LAX},{""idTicket"":1010,""idFlight"":1007,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":406,""idFlight"":403,""class"":firstClass,""price"":1107.6},{""name"":ORD}]",2714.3999999999996
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":816,""idFlight"":815,""class"":economy,""price"":324.75},{""name"":PIT}]",2713.75
"[{""name"":LAX},{""idTicket"":1010,""idFlight"":1007,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":670,""idFlight"":667,""class"":firstClass,""price"":1106.3999999999999},{""name"":ORD}]",2713.2
"[{""name"":LAX},{""idTicket"":1002,""idFlight"":999,""class"":firstClass,""price"":472.79999999999995},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":682,""idFlight"":679,""class"":firstClass,""price"":1105.2},{""name"":ORD}]",2713.2
"[{""name"":LAX},{""idTicket"":998,""idFlight"":995,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":670,""idFlight"":667,""class"":firstClass,""price"":1106.3999999999999},{""name"":ORD}]",2713.2
"[{""name"":LAX},{""idTicket"":1004,""idFlight"":1003,""class"":economy,""price"":296.25},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2713.05
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":820,""idFlight"":819,""class"":economy,""price"":324.0},{""name"":PIT}]",2713.0
"[{""name"":LAX},{""idTicket"":1000,""idFlight"":999,""class"":economy,""price"":295.5},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2712.3
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":436,""idFlight"":435,""class"":economy,""price"":323.25},{""name"":PIT}]",2712.25
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":208,""idFlight"":207,""class"":economy,""price"":323.25},{""name"":PIT}]",2712.25
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":521,""idFlight"":519,""class"":business,""price"":1285},{""name"":BWI}]",2712
"[{""name"":LAX},{""idTicket"":998,""idFlight"":995,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":682,""idFlight"":679,""class"":firstClass,""price"":1105.2},{""name"":ORD}]",2712.0
"[{""name"":LAX},{""idTicket"":1010,""idFlight"":1007,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":682,""idFlight"":679,""class"":firstClass,""price"":1105.2},{""name"":ORD}]",2712.0
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":288,""idFlight"":287,""class"":economy,""price"":563.25},{""name"":ORF}]",2711.75
"[{""name"":LAX},{""idTicket"":1008,""idFlight"":1007,""class"":economy,""price"":294.75},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2711.55
"[{""name"":LAX},{""idTicket"":996,""idFlight"":995,""class"":economy,""price"":294.75},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2711.55
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":700,""idFlight"":699,""class"":economy,""price"":1284.0},{""name"":SFO}]",2711.0
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":324,""idFlight"":323,""class"":economy,""price"":486.0},{""name"":BWI}]",2710.6499999999996
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":132,""idFlight"":131,""class"":economy,""price"":560.25},{""name"":EWR}]",2708.75
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":686,""idFlight"":683,""class"":firstClass,""price"":916.8},{""name"":LGA}]",2708.55
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":260,""idFlight"":259,""class"":economy,""price"":675.75},{""name"":BOS}]",2708.0
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":672,""idFlight"":671,""class"":economy,""price"":675.75},{""name"":BOS}]",2708.0
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":410,""idFlight"":407,""class"":firstClass,""price"":915.6},{""name"":LGA}]",2707.35
"[{""name"":LAX},{""idTicket"":661,""idFlight"":659,""class"":business,""price"":249},{""name"":LAS},{""name"":LAS},{""idTicket"":360,""idFlight"":359,""class"":economy,""price"":1604.25},{""name"":IAD},{""name"":IAD},{""idTicket"":157,""idFlight"":155,""class"":business,""price"":850},{""name"":TPA}]",2703.25
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":826,""idFlight"":823,""class"":firstClass,""price"":554.4},{""name"":SGF}]",2702.9
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":181,""idFlight"":179,""class"":business,""price"":946},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2701.6
"[{""name"":LAX},{""idTicket"":1002,""idFlight"":999,""class"":firstClass,""price"":472.79999999999995},{""name"":SMF},{""name"":SMF},{""idTicket"":181,""idFlight"":179,""class"":business,""price"":946},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2700.3999999999996
"[{""name"":LAX},{""idTicket"":649,""idFlight"":647,""class"":business,""price"":2700},{""name"":BOS}]",2700
"[{""name"":LAX},{""idTicket"":1010,""idFlight"":1007,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":181,""idFlight"":179,""class"":business,""price"":946},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2699.2
"[{""name"":LAX},{""idTicket"":998,""idFlight"":995,""class"":firstClass,""price"":471.59999999999997},{""name"":SMF},{""name"":SMF},{""idTicket"":181,""idFlight"":179,""class"":business,""price"":946},{""name"":DEN},{""name"":DEN},{""idTicket"":506,""idFlight"":503,""class"":firstClass,""price"":1281.6},{""name"":SEA}]",2699.2
"[{""name"":LAX},{""idTicket"":1006,""idFlight"":1003,""class"":firstClass,""price"":474.0},{""name"":SMF},{""name"":SMF},{""idTicket"":182,""idFlight"":179,""class"":firstClass,""price"":1135.2},{""name"":DEN},{""name"":DEN},{""idTicket"":402,""idFlight"":399,""class"":firstClass,""price"":1089.6},{""name"":MEM}]",2698.8
